,ID,etmiss,mtw,leadleptPt,leadleptEta,leadleptE,leadleptPhi,Q_leadlep,leadleptID,n_TopLRjets,leadTopLRjet_pt,leadTopLRjet_eta,leadTopLRjet_phi,leadTopLRjet_m,leadTopLRjet_Tau32,n_jets,leadjet_pt,leadjet_eta,n_bjets,leadbjet_pt,leadbjet_eta,ttbarMLR,largeRjet_pt_total,largeRjet_eta_total,largeRjet_phi_total,largeRjet_m_total,largeRjet_tau32_total,weight,scale,label
2468,signal,96.5057,45.7594,228.168,-0.469245,253.753,1.48356,-1,11,1,441.924,-1.48181,-1.54456,152.625,0.494963,2,111.555,0.271739,2,155.641,-1.85697,975.613,831.819,-1.81841,-0.0251751,340.387,0.700495,0.0,0.0567221,1
2469,signal,100.777,70.1921,180.715,-0.141843,182.536,1.05154,-1,13,1,376.647,0.636109,-2.06339,166.752,0.315645,2,144.784,0.667072,2,341.307,0.612344,774.179,376.647,0.636109,-2.06339,166.752,0.315645,0.46564,0.0567221,1
2470,signal,71.0241,93.2183,134.245,0.501711,151.498,-1.86447,1,11,1,352.654,1.35138,1.98667,158.848,0.52222,2,229.175,0.365939,2,173.252,0.0399123,0.0,658.789,1.64788,0.122463,238.041,1.11343,0.915629,0.0567221,1
2471,signal,46.8218,30.2381,296.493,-0.572696,346.458,0.905065,1,11,1,426.307,-0.386001,-2.11261,186.6,0.243622,1,91.309,-0.129304,1,101.9,-0.158886,0.0,788.196,-0.914651,-1.05944,316.964,0.672745,0.153165,0.0567221,1
2472,signal,23.6085,115.942,142.926,0.533337,163.74,1.80321,1,11,1,373.266,-0.481163,-0.639243,151.022,0.332789,2,279.899,0.594608,2,279.899,0.594608,929.275,831.381,0.251275,1.62623,362.958,0.745329,0.483681,0.0567221,1
2473,signal,22.28,100.349,120.292,-0.152842,121.699,-1.41616,-1,11,1,341.958,-1.26003,1.22164,176.67,0.329958,1,284.976,0.242759,2,284.976,0.242759,965.83,734.867,-1.14901,-0.637593,327.273,0.733116,0.488431,0.0567221,1
2474,signal,146.674,7.3096,114.722,-0.1718,116.42,-2.45778,-1,13,1,407.709,0.640743,0.756384,113.617,0.620432,2,145.46,0.42985,1,145.46,0.42985,697.182,407.709,0.640743,0.756384,113.617,0.620432,1.05612,0.0567221,1
2475,signal,222.57,91.2646,136.453,0.475355,152.162,2.32595,1,13,1,366.015,-0.295356,-1.00849,112.86,0.681954,1,37.5903,0.0769961,1,241.928,-0.155045,0.0,366.015,-0.295356,-1.00849,112.86,0.681954,1.08899,0.0567221,1
2476,signal,161.737,12.0722,36.2998,0.152514,36.7228,-1.89013,1,11,1,306.175,1.18006,1.09956,134.153,0.48501,1,270.478,0.839277,3,270.478,0.839277,659.499,611.779,1.92969,-0.89119,206.961,0.863589,0.433784,0.0567221,1
2477,signal,59.6857,1.14292,42.5243,2.06172,169.815,-1.76437,-1,13,1,363.112,-0.577332,1.29867,102.281,0.654783,3,81.8917,1.42076,2,181.499,-0.666966,711.311,363.112,-0.577332,1.29867,102.281,0.654783,0.683838,0.0567221,1
2478,signal,242.945,14.8184,127.666,-1.73069,371.618,-2.73165,1,11,1,415.375,-1.50524,0.424389,157.501,0.516399,1,65.356,-2.03237,2,351.443,-1.33543,604.672,415.375,-1.50524,0.424389,157.501,0.516399,0.380791,0.0567221,1
2479,signal,180.721,59.5729,55.5549,1.22244,102.498,0.261402,1,13,1,318.507,-0.13744,2.75053,123.525,0.611508,2,95.1819,1.0385,2,95.1819,1.0385,540.657,318.507,-0.13744,2.75053,123.525,0.611508,0.42612,0.0567221,1
2480,signal,67.854,231.248,198.886,0.682322,247.007,0.686677,1,11,1,370.846,0.167568,-2.25107,158.324,0.282891,2,254.886,0.394791,1,186.047,0.118971,0.0,832.131,0.687627,-1.32603,285.905,0.992708,1.34059,0.0567221,1
2481,signal,60.9144,27.5588,110.239,-0.102079,110.814,-0.412197,-1,13,1,345.951,1.19264,2.4466,154.023,0.43454,1,214.261,-0.532967,1,214.261,-0.532967,918.908,345.951,1.19264,2.4466,154.023,0.43454,1.19079,0.0567221,1
2482,signal,195.676,79.7614,87.9038,-0.521354,100.123,2.81185,1,11,1,408.53,-1.53895,-0.661337,117.938,0.736626,1,127.823,0.201418,2,281.911,-1.64565,781.591,408.53,-1.53895,-0.661337,117.938,0.736626,1.19856,0.0567221,1
2483,signal,221.886,68.7086,84.3404,-0.486788,94.5321,0.852957,-1,13,1,329.15,0.440288,-2.05727,169.448,0.100103,3,54.9013,-0.244623,2,182.025,0.735092,0.0,329.15,0.440288,-2.05727,169.448,0.100103,1.55663,0.0567221,1
2484,signal,107.342,59.5235,202.203,1.26138,385.557,2.75903,1,13,1,383.08,0.408119,-0.380077,150.235,0.677824,2,107.023,1.66556,2,192.467,0.0127746,812.865,383.08,0.408119,-0.380077,150.235,0.677824,0.590709,0.0567221,1
2485,signal,37.7976,49.1675,74.9708,1.30224,148.047,-2.78955,1,13,1,450.801,1.22247,0.942708,148.709,0.517002,1,410.339,1.36128,2,410.339,1.36128,960.34,450.801,1.22247,0.942708,148.709,0.517002,0.556392,0.0567221,1
2486,signal,50.2111,94.7655,108.608,0.0873035,109.022,-0.962357,-1,11,1,358.332,0.23787,2.07449,167.124,0.263069,2,203.175,-1.03588,1,237.955,0.0642236,0.0,358.332,0.23787,2.07449,167.124,0.263069,0.818464,0.0567221,1
2487,signal,34.7535,62.124,233.504,0.54864,269.538,-2.2098,-1,11,1,363.302,-0.574256,0.685145,168.061,0.418384,1,106.078,0.985292,1,300.099,-0.592777,0.0,688.267,0.155157,-1.76004,320.223,1.02961,0.517571,0.0567221,1
2488,signal,245.485,9.5811,75.7707,-0.153553,76.6658,0.601995,1,13,1,405.569,0.300521,-2.74409,178.68,0.587745,1,103.282,-0.683666,1,169.349,0.0150065,0.0,405.569,0.300521,-2.74409,178.68,0.587745,1.07086,0.0567221,1
2489,signal,149.388,49.4716,155.783,0.892918,222.123,-1.98071,-1,11,1,375.031,-0.213562,1.19316,158.13,0.243603,1,84.5728,0.732967,2,94.104,-0.462978,713.429,375.031,-0.213562,1.19316,158.13,0.243603,1.81514,0.0567221,1
2490,signal,124.123,54.3282,277.527,1.00303,429.236,1.04169,1,11,1,366.2,-0.273982,-1.21968,133.477,0.391831,2,52.9768,0.733143,2,52.9768,0.733143,816.413,1015.01,2.55845,2.83032,285.514,1.69604,0.635454,0.0567221,1
2491,signal,251.642,23.1761,114.98,0.580249,134.885,-0.69188,-1,11,1,421.097,0.739192,2.64544,146.101,0.298611,1,98.1685,1.64384,2,383.617,0.637357,663.98,421.097,0.739192,2.64544,146.101,0.298611,1.45825,0.0567221,1
2492,signal,186.934,35.7267,58.5386,0.222936,59.9995,-1.58104,1,13,1,451.616,-0.326684,1.5206,177.317,0.28912,1,211.449,-0.485615,2,211.449,-0.485615,744.29,451.616,-0.326684,1.5206,177.317,0.28912,1.38267,0.0567221,1
2493,signal,111.04,21.8043,179.068,-0.477425,199.866,3.06107,1,13,1,311.086,0.377464,0.503382,145.084,0.691889,3,196.593,-0.22768,3,156.924,0.708091,0.0,311.086,0.377464,0.503382,145.084,0.691889,0.647514,0.0567221,1
2494,signal,335.767,64.3899,100.276,0.328702,105.742,-0.237436,1,13,1,885.621,-0.133582,2.24203,205.51,0.541173,3,259.802,0.753003,2,259.802,0.753003,1232.47,885.621,-0.133582,2.24203,205.51,0.541173,1.58377,0.0567221,1
2495,signal,48.6688,90.7282,191.236,-1.59362,490.017,-2.12017,1,13,1,429.83,-1.94705,1.06864,179.974,0.260527,1,164.819,-0.957437,1,164.819,-0.957437,872.474,429.83,-1.94705,1.06864,179.974,0.260527,1.87137,0.0567221,1
2496,signal,238.755,17.0075,131.402,0.742479,169.316,-3.0808,-1,13,1,308.907,1.35683,-0.154897,168.236,0.554447,3,100.672,0.0540003,2,90.1487,0.85877,0.0,308.907,1.35683,-0.154897,168.236,0.554447,0.91665,0.0567221,1
2497,signal,244.974,18.6853,88.0791,0.941705,130.107,-0.457498,-1,11,1,351.266,1.7055,2.73277,159.745,0.26767,1,80.3545,1.0076,2,142.952,1.38353,542.859,351.266,1.7055,2.73277,159.745,0.26767,0.941622,0.0567221,1
2498,signal,111.094,65.2551,65.1054,-0.186185,66.2371,2.76988,-1,11,1,390.908,-1.72254,0.0126446,182.184,0.281579,1,246.277,-0.510756,2,246.277,-0.510756,874.252,696.889,-2.12297,3.04468,249.073,0.536261,1.0015,0.0567221,1
2499,signal,112.705,58.3688,51.2486,0.661536,62.8775,-0.346394,1,11,1,409.57,-0.283284,1.90478,138.595,0.463793,1,297.998,0.807268,2,297.998,0.807268,888.76,409.57,-0.283284,1.90478,138.595,0.463793,0.993552,0.0567221,1
2500,signal,340.353,49.9794,51.1194,-1.22395,94.4344,2.18753,1,11,1,364.543,-0.952777,-1.11991,161.637,0.667479,2,68.0529,-0.375042,1,68.0529,-0.375042,460.569,364.543,-0.952777,-1.11991,161.637,0.667479,0.981814,0.0567221,1
2501,signal,164.497,3.32708,128.695,0.10486,129.403,1.32844,-1,11,1,355.375,-0.966522,-2.00577,169.285,0.601788,1,69.6649,-1.01077,2,194.695,-0.87741,625.796,355.375,-0.966522,-2.00577,169.285,0.601788,1.05114,0.0567221,1
2502,signal,197.031,71.2921,38.3159,1.29645,75.2866,-0.624983,1,11,1,353.577,0.615004,1.6218,166.834,0.259339,2,165.548,1.59236,2,223.312,0.489473,626.159,353.577,0.615004,1.6218,166.834,0.259339,0.772302,0.0567221,1
2503,signal,238.559,10.1768,102.202,-1.80949,320.457,3.13664,-1,13,1,388.961,-0.959359,0.0685123,137.721,0.502965,1,88.1992,-1.1033,1,88.1992,-1.1033,602.692,388.961,-0.959359,0.0685123,137.721,0.502965,1.22145,0.0567221,1
2504,signal,83.3268,147.417,507.065,-0.136217,511.777,-2.4986,1,11,1,600.536,-0.00784552,0.719475,132.234,0.484934,1,38.6228,0.398469,2,575.025,-0.0172467,1164.46,1147.51,-0.132022,-1.79902,236.459,1.0751,1.04595,0.0567221,1
2505,signal,209.628,93.2694,239.454,1.23616,446.926,-1.65493,1,11,1,418.686,1.25128,1.22292,121.02,0.476764,1,30.4316,2.02641,1,30.4316,2.02641,692.492,418.686,1.25128,1.22292,121.02,0.476764,1.02131,0.0567221,1
2506,signal,44.9821,53.4035,45.8205,0.550699,52.9459,-2.22258,1,11,1,355.808,-1.5788,1.11073,117.954,0.693136,1,469.403,0.0915527,2,469.403,0.0915527,1204.92,871.533,-1.43269,-1.18449,222.21,1.09154,0.950666,0.0567221,1
2507,signal,53.598,121.76,120.198,-0.195426,122.5,-0.907402,-1,11,1,368.479,0.589216,2.07417,167.629,0.23253,1,258.049,-0.770905,1,258.049,-0.770905,924.191,745.084,-0.00522983,1.20103,282.333,0.87285,0.891573,0.0567221,1
2508,signal,129.54,81.2492,165.645,0.301935,173.253,-1.58078,-1,13,1,413.228,1.44813,1.26975,161.864,0.358549,1,125.788,0.321512,2,125.788,0.321512,825.117,413.228,1.44813,1.26975,161.864,0.358549,0.918895,0.0567221,1
2509,signal,73.3515,50.2839,238.564,1.31053,474.48,1.8948,1,13,1,356.461,0.00442458,-1.13682,144.018,0.648285,1,107.087,0.607756,2,188.423,-0.0255334,862.277,356.461,0.00442458,-1.13682,144.018,0.648285,1.02984,0.0567221,1
2510,signal,158.242,102.073,46.8016,-0.821594,63.5064,-2.27574,-1,13,1,309.677,1.17656,-0.311876,125.879,0.727751,2,163.703,-0.0837008,1,163.703,-0.0837008,667.17,309.677,1.17656,-0.311876,125.879,0.727751,0.951788,0.0567221,1
2511,signal,178.851,33.4207,184.966,-0.897646,264.627,0.00294288,-1,11,1,334.14,0.339061,-3.13707,189.928,0.672131,1,51.9555,-0.960923,1,184.059,0.688213,0.0,334.14,0.339061,-3.13707,189.928,0.672131,0.956487,0.0567221,1
2512,signal,32.8481,237.948,444.972,1.22869,825.292,-1.14268,1,11,1,441.186,1.9257,2.03419,155.229,0.318914,1,33.0438,1.29119,1,264.242,2.02877,0.0,441.186,1.9257,2.03419,155.229,0.318914,0.859538,0.0567221,1
2513,signal,40.9741,189.937,261.709,-0.52867,299.141,2.61758,1,13,1,390.236,-0.970284,-0.138149,175.446,0.188115,2,141.95,-0.968972,2,249.665,-0.922409,842.947,390.236,-0.970284,-0.138149,175.446,0.188115,0.549398,0.0567221,1
2514,signal,270.822,60.1764,171.028,0.540026,196.579,0.334206,1,13,1,447.995,1.27527,-2.7157,175.669,0.456868,1,53.9601,1.28194,2,355.147,1.09182,697.517,447.995,1.27527,-2.7157,175.669,0.456868,1.36537,0.0567221,1
2515,signal,245.503,56.2127,47.1625,0.869368,66.1364,-1.13934,1,13,1,369.613,-0.722669,1.20098,163.216,0.562065,1,105.207,0.17304,2,142.711,-0.740166,587.766,369.613,-0.722669,1.20098,163.216,0.562065,0.602178,0.0567221,1
2516,signal,119.854,27.0754,191.832,0.65302,234.209,-2.47125,1,13,1,381.635,1.34977,0.81196,149.092,0.519468,1,132.253,0.338587,2,132.253,0.338587,789.449,381.635,1.34977,0.81196,149.092,0.519468,1.53436,0.0567221,1
2517,signal,191.854,36.3908,51.5451,-0.782448,68.1453,-0.945504,-1,11,1,427.149,-1.17421,1.67861,187.268,0.333607,1,182.813,-0.80038,1,182.813,-0.80038,680.134,684.213,-1.93822,0.185992,289.158,0.862067,1.70614,0.0567221,1
2518,signal,157.512,120.757,205.072,-1.32993,414.788,2.31471,-1,11,1,352.369,0.0377017,-0.435179,152.858,0.282619,1,97.9231,-0.632312,1,124.823,0.0649492,0.0,641.272,-1.16346,2.04394,297.892,0.885142,1.70473,0.0567221,1
2519,signal,56.2359,84.9933,155.742,1.61899,408.519,1.87429,1,13,1,367.2,1.24995,-2.08904,139.719,0.513409,2,179.589,1.57509,1,42.5149,1.43902,0.0,367.2,1.24995,-2.08904,139.719,0.513409,1.59927,0.0567221,1
2520,signal,156.171,84.4763,135.101,-0.621631,162.056,0.696586,1,11,1,417.802,-0.230917,-2.26172,151.333,0.471428,2,203.686,-1.03184,2,203.686,-1.03184,826.96,784.613,-1.05573,-1.49189,234.865,0.878523,0.583062,0.0567221,1
2521,signal,87.4788,83.621,107.55,0.257831,111.144,0.378634,-1,11,1,307.244,-1.69155,-2.70541,169.234,0.352286,3,106.53,-0.439559,2,97.1008,-2.16558,0.0,307.244,-1.69155,-2.70541,169.234,0.352286,0.408509,0.0567221,1
2522,signal,87.2736,63.0677,35.5843,2.09853,147.263,1.36255,1,11,1,367.715,0.445167,-0.979453,156.357,0.56061,1,324.788,1.37479,1,324.788,1.37479,873.822,367.715,0.445167,-0.979453,156.357,0.56061,0.00111652,0.0567221,1
2523,signal,136.896,104.543,159.773,0.15852,161.784,2.95855,-1,11,1,318.952,1.74046,-0.244321,153.937,0.642024,1,67.6794,0.632158,1,67.6794,0.632158,708.425,318.952,1.74046,-0.244321,153.937,0.642024,1.63467,0.0567221,1
2524,signal,29.8508,64.8983,263.512,0.0816532,264.391,2.2668,-1,11,1,443.355,-0.677031,-1.01504,173.871,0.387723,1,195.527,0.261675,2,224.132,-0.823934,1012.09,894.186,-0.54928,1.05023,297.892,0.842561,1.17165,0.0567221,1
2525,signal,281.136,76.5567,33.4987,1.36982,70.1596,-0.0475502,1,13,1,324.391,0.259739,-2.64213,134.326,0.538207,1,79.6461,1.10643,1,100.841,-0.342485,0.0,324.391,0.259739,-2.64213,134.326,0.538207,0.577648,0.0567221,1
2526,signal,154.357,69.236,59.736,-0.306357,62.5612,-1.38549,1,11,1,385.445,-1.93881,2.63297,153.973,0.639248,2,184.531,-1.39838,2,263.118,-1.73767,0.0,385.445,-1.93881,2.63297,153.973,0.639248,0.00259866,0.0567221,1
2527,signal,117.746,87.4158,82.9108,0.263899,85.8147,-1.2214,-1,13,1,511.462,-0.0265548,1.40595,186.935,0.184985,1,310.523,-0.240163,2,310.523,-0.240163,927.53,511.462,-0.0265548,1.40595,186.935,0.184985,0.324379,0.0567221,1
2528,signal,113.38,78.924,181.853,1.81432,572.827,-0.6167,-1,11,1,311.391,1.48881,2.25723,103.616,0.477528,1,47.3187,2.47705,1,274.389,1.32338,0.0,311.391,1.48881,2.25723,103.616,0.477528,0.362323,0.0567221,1
2529,signal,76.1223,7.68093,303.702,0.860996,423.399,-1.56347,1,11,1,354.076,0.194199,1.36192,143.675,0.307778,1,68.278,1.46154,2,161.867,0.46933,822.627,732.813,1.17234,-0.22287,246.039,0.928352,0.359049,0.0567221,1
2530,signal,53.5379,198.782,187.725,-0.913565,271.664,2.56552,1,13,1,357.053,-1.56542,-0.440161,147.388,0.644907,2,207.396,-0.739759,2,207.396,-0.739759,824.273,357.053,-1.56542,-0.440161,147.388,0.644907,0.449268,0.0567221,1
2531,signal,150.192,19.8022,217.914,0.0584096,218.286,-2.49444,1,11,1,435.17,0.692898,0.748049,236.598,0.348407,1,139.056,-0.392692,2,146.788,-0.00519274,914.033,782.671,0.56255,-1.5653,360.003,0.935715,0.517932,0.0567221,1
2532,signal,182.385,0.818123,140.66,1.81818,444.691,-2.59728,1,13,1,377.489,0.284334,0.609655,143.339,0.57752,2,65.5926,0.717064,2,199.916,0.122387,0.0,377.489,0.284334,0.609655,143.339,0.57752,0.561391,0.0567221,1
2533,signal,235.75,60.874,34.3282,-1.68441,95.6873,-0.343044,1,13,1,440.068,-0.732632,2.0358,157.293,0.668665,2,96.7693,-0.269278,2,253.108,-0.39938,540.044,440.068,-0.732632,2.0358,157.293,0.668665,0.00210738,0.0567221,1
2534,signal,216.728,39.2042,99.9492,0.122746,100.703,-1.85686,-1,13,1,344.268,-0.757156,1.09676,100.819,0.424064,1,36.2505,1.1774,1,274.684,-0.531347,0.0,344.268,-0.757156,1.09676,100.819,0.424064,0.975543,0.0567221,1
2535,signal,36.7984,36.8456,135.211,-1.37964,285.642,0.720211,1,13,1,309.248,-0.620766,-2.69693,168.998,0.440664,1,219.435,-1.22854,1,219.435,-1.22854,755.787,309.248,-0.620766,-2.69693,168.998,0.440664,0.456731,0.0567221,1
2536,signal,91.8951,43.62,136.234,-0.905866,196.058,-0.509209,1,13,1,324.191,-0.182109,2.5424,126.981,0.660851,1,168.856,-1.00687,2,168.856,-1.00687,704.116,324.191,-0.182109,2.5424,126.981,0.660851,0.0,0.0567221,1
2537,signal,231.237,67.9773,178.909,-1.24592,336.689,-0.420983,1,11,1,388.642,-0.659519,2.81785,126.297,0.653053,1,37.4874,-1.84426,2,275.763,-0.850333,643.011,388.642,-0.659519,2.81785,126.297,0.653053,0.178715,0.0567221,1
2538,signal,98.3549,26.3093,137.401,-1.11031,231.162,1.89578,1,13,1,319.936,0.180265,-1.018,171.272,0.147112,1,113.82,-1.13834,2,178.055,0.275131,735.465,319.936,0.180265,-1.018,171.272,0.147112,0.483844,0.0567221,1
2539,signal,27.4442,122.212,171.355,0.341817,181.463,0.106767,-1,13,1,379.216,-0.460793,-2.78215,151.281,0.702066,1,264.137,0.747769,1,247.993,-0.72681,0.0,379.216,-0.460793,-2.78215,151.281,0.702066,1.26522,0.0567221,1
2540,signal,78.8532,28.517,87.2421,1.15049,151.637,-0.451843,1,11,1,322.116,1.41978,2.90902,159.032,0.535783,2,169.222,1.65363,2,194.953,1.34861,621.682,576.659,2.95934,2.6888,242.97,1.23827,1.13933,0.0567221,1
2541,signal,79.1983,23.2674,106.088,1.66989,291.734,-2.51064,-1,13,1,506.648,1.50449,0.919022,186.235,0.350997,2,256.592,1.67353,1,256.592,1.67353,894.051,506.648,1.50449,0.919022,186.235,0.350997,0.00196021,0.0567221,1
2542,signal,127.613,15.175,246.811,-1.28967,482.138,0.691111,1,13,1,458.635,-0.611895,-2.39841,174.93,0.34861,1,97.2647,-0.649214,1,364.546,-0.592241,0.0,458.635,-0.611895,-2.39841,174.93,0.34861,0.447431,0.0567221,1
2543,signal,198.729,79.1356,30.0884,-1.2815,58.3663,-1.31589,1,11,1,359.904,0.304739,2.4026,128.287,0.115523,1,115.84,-0.64214,1,115.84,-0.64214,554.874,359.904,0.304739,2.4026,128.287,0.115523,1.28906,0.0567221,1
2544,signal,150.076,73.1672,152.542,1.01591,238.267,-1.64832,-1,11,1,519.595,1.49558,1.55555,171.467,0.585911,1,228.668,1.39915,1,165.054,1.11071,0.0,884.522,2.75114,0.172597,294.801,1.1913,0.607511,0.0567221,1
2545,signal,90.2664,11.1994,204.137,-0.0907475,204.978,0.964144,1,13,1,468.002,-0.0616922,-2.14961,170.861,0.222087,2,174.687,-0.764607,2,174.687,-0.764607,907.756,468.002,-0.0616922,-2.14961,170.861,0.222087,1.15227,0.0567221,1
2546,signal,54.6403,63.2916,181.772,-1.38696,386.493,-0.067031,-1,13,1,323.446,-0.445798,2.59594,142.245,0.680968,2,175.82,-1.27251,2,222.329,-0.614942,786.13,323.446,-0.445798,2.59594,142.245,0.680968,0.572727,0.0567221,1
2547,signal,142.172,256.089,141.911,0.945744,210.249,-2.4711,-1,11,1,345.783,-0.312234,0.762147,139.489,0.650842,1,187.018,0.484963,2,225.25,-0.409591,792.455,677.602,0.389265,-1.84162,229.867,-0.349158,1.62252,0.0567221,1
2548,signal,251.146,116.612,215.664,0.50218,243.434,0.756723,1,13,1,447.911,0.770356,-2.46644,230.587,0.223237,2,147.752,0.985829,1,207.646,0.487854,0.0,447.911,0.770356,-2.46644,230.587,0.223237,0.415922,0.0567221,1
2549,signal,96.4111,48.3039,56.5298,-1.54521,138.56,2.86602,-1,13,1,388.044,-1.38155,-0.943323,140.531,0.380711,2,94.1779,-0.989635,2,331.891,-1.41891,475.78,388.044,-1.38155,-0.943323,140.531,0.380711,0.897613,0.0567221,1
2550,signal,310.345,7.95609,86.7877,-0.136477,87.5972,-2.93236,1,11,1,458.679,-0.360405,0.0631854,161.678,0.565975,1,75.0998,-0.0926784,2,261.921,-0.406775,574.565,458.679,-0.360405,0.0631854,161.678,0.565975,0.865526,0.0567221,1
2551,signal,194.31,23.6915,104.276,-0.517402,118.548,-0.383954,1,11,1,404.775,-1.34088,2.61717,149.247,0.349755,1,236.077,-0.736381,2,236.077,-0.736381,805.974,746.698,-2.00053,1.9658,227.909,1.06431,0.580111,0.0567221,1
2552,signal,287.187,75.7082,53.4804,0.858577,74.433,-1.61376,1,11,1,409.882,0.152873,2.22293,115.928,0.652603,1,80.4823,1.1964,2,311.425,0.0744953,526.939,409.882,0.152873,2.22293,115.928,0.652603,0.866945,0.0567221,1
2553,signal,87.8538,81.2026,84.8681,0.59969,100.591,-2.53282,-1,11,1,477.197,-0.203873,1.10566,172.783,0.490258,1,317.121,0.105739,1,64.6739,-0.576426,0.0,891.767,0.0392573,-1.14832,271.676,0.754999,1.24927,0.0567221,1
2554,signal,193.678,74.0761,147.432,0.975804,223.374,-1.52829,-1,13,1,490.968,1.09738,1.83868,182.11,0.386195,1,149.72,1.3729,2,243.167,1.02198,805.633,490.968,1.09738,1.83868,182.11,0.386195,0.769327,0.0567221,1
2555,signal,168.388,12.1864,36.0701,-1.05854,58.2373,-2.92269,-1,11,1,476.496,-0.601784,-0.189126,170.616,0.428037,2,300.681,-0.257374,2,300.681,-0.257374,847.141,804.325,-0.964472,2.80885,262.051,0.85967,0.899547,0.0567221,1
2556,signal,83.5879,114.854,55.7568,0.382404,59.8835,1.33905,-1,13,1,345.573,-0.276728,3.04164,128.712,0.512449,4,271.573,-0.534922,2,78.6708,0.922568,0.0,665.66,-0.839036,2.94962,207.078,1.3223,0.929382,0.0567221,1
2557,signal,98.1104,80.5215,53.9035,0.230959,55.3476,-1.15706,-1,11,1,432.718,-0.134261,2.95707,136.965,0.749632,1,307.35,-0.291119,2,321.129,-0.276331,816.871,432.718,-0.134261,2.95707,136.965,0.749632,0.806719,0.0567221,1
2558,signal,165.127,61.7485,110.099,1.76838,332.055,0.828719,-1,11,1,399.3,0.40188,-3.02372,141.029,0.547388,2,179.26,1.14991,1,176.641,0.486698,0.0,399.3,0.40188,-3.02372,141.029,0.547388,0.847024,0.0567221,1
2559,signal,324.877,67.0532,50.7607,-1.78354,155.301,-1.72901,-1,13,1,382.217,-1.1765,1.58766,158.323,0.149628,1,172.442,-0.925923,2,225.431,-1.42689,632.322,382.217,-1.1765,1.58766,158.323,0.149628,0.870985,0.0567221,1
2560,signal,357.641,71.4706,156.341,-0.513924,177.446,1.4349,1,13,1,481.289,-0.11667,-1.94475,190.343,0.24303,1,53.9895,0.0275902,1,351.426,-0.159855,0.0,481.289,-0.11667,-1.94475,190.343,0.24303,0.791442,0.0567221,1
2561,signal,205.763,45.1029,169.04,-1.61805,443.015,-3.01009,-1,13,1,486.173,-1.65491,-0.221372,140.649,0.667382,2,41.4409,-1.25672,1,41.4409,-1.25672,654.176,486.173,-1.65491,-0.221372,140.649,0.667382,1.14109,0.0567221,1
2562,signal,60.9455,127.071,160.669,-0.500484,181.216,-2.88353,-1,11,1,400.876,-1.00915,0.383873,136.405,0.535084,1,246.692,0.474274,3,246.692,0.474274,1003.48,814.597,-0.900856,-2.51249,365.651,0.837836,1.13368,0.0567221,1
2563,signal,187.206,41.7647,213.342,-0.809278,287.101,-0.42805,-1,11,1,345.088,0.115238,2.9496,118.051,0.4042,1,40.4877,-1.25682,1,104.829,-0.152304,0.0,345.088,0.115238,2.9496,118.051,0.4042,1.00604,0.0567221,1
2564,signal,150.587,70.2217,44.9644,0.804762,60.3278,-1.99449,-1,11,1,465.56,-0.413099,0.0480974,114.336,0.543056,2,214.06,0.714823,1,230.603,-0.653978,0.0,465.56,-0.413099,0.0480974,114.336,0.543056,0.514875,0.0567221,1
2565,signal,48.424,15.1164,196.55,0.32862,207.258,2.75959,-1,11,1,469.018,-0.308538,0.0920504,168.633,0.296122,1,171.286,-0.0545627,2,171.286,-0.0545627,876.82,881.81,-0.171979,2.99026,268.886,0.868772,0.591961,0.0567221,1
2566,signal,78.684,83.9749,197.908,-0.278416,205.629,-0.170883,-1,11,1,406.249,-0.926346,2.75067,144.103,0.585631,2,80.9845,-0.15967,2,314.039,-0.997555,732.61,664.36,-1.17918,2.43297,241.843,1.218,0.565281,0.0567221,1
2567,signal,31.2711,72.9321,110.387,-0.439285,121.21,1.32582,-1,11,1,306.093,-1.38466,-1.78196,100.931,0.508799,2,175.442,0.242354,2,194.152,-1.15531,760.05,581.637,-1.4386,-0.165053,229.255,0.919613,1.64229,0.0567221,1
2568,signal,358.861,90.2662,71.894,0.492921,80.8063,-2.38316,-1,11,1,373.456,0.124656,1.22457,171.494,0.746044,2,42.3411,1.39685,1,130.871,0.211118,0.0,373.456,0.124656,1.22457,171.494,0.746044,1.59044,0.0567221,1
2569,signal,50.7557,78.9454,79.8199,1.5812,202.204,-2.5741,1,11,1,407.066,1.61627,0.8243,129.316,0.552682,1,355.04,1.15167,1,295.253,1.65839,0.0,834.31,2.87984,-1.32795,248.302,1.01388,1.77191,0.0567221,1
2570,signal,115.273,72.2121,89.1337,-1.89597,303.463,-1.75936,1,11,1,450.654,-1.74083,0.954219,169.472,0.292593,1,289.975,-1.63544,1,289.975,-1.63544,859.304,816.916,-3.45443,-1.09803,255.137,1.01914,1.75897,0.0567221,1
2571,signal,86.5721,45.1841,36.5515,0.568422,42.6172,-2.69421,-1,11,1,337.798,-0.992939,0.479616,110.126,0.376716,1,219.318,-0.436593,1,219.318,-0.436593,654.063,337.798,-0.992939,0.479616,110.126,0.376716,1.50621,0.0567221,1
2572,signal,311.431,40.6519,75.2082,1.27969,145.665,1.21469,1,13,1,495.882,1.68596,-1.9004,102.344,0.722251,1,116.777,1.3593,1,332.929,1.61387,0.0,495.882,1.68596,-1.9004,102.344,0.722251,0.53486,0.0567221,1
